video_file,frame_num,mean_temp,std_temp,max_temp,min_temp,label_name,label,seg_method,n_segments,seg0_pixel_count,seg0_percentage,seg0_mean_intensity,seg0_std_intensity,seg1_pixel_count,seg1_percentage,seg1_mean_intensity,seg1_std_intensity,seg2_pixel_count,seg2_percentage,seg2_mean_intensity,seg2_std_intensity,seg3_pixel_count,seg3_percentage,seg3_mean_intensity,seg3_std_intensity
MOV_12770,600,104.07827,49.34289,255.0,0.0,dry,0,kmeans,4,73190,23.824869791666668,176.11918294849022,20.67391623528607,79736,25.955729166666668,46.86923096217518,16.115586194153487,76923,25.040039062500004,84.5981435981436,7.362313209680188,77351,25.179361979166664,114.25809621077943,13.340357480709649
MOV_12770,630,126.99945,47.184174,255.0,0.0,dry,0,kmeans,4,79109,25.751627604166664,109.32187235333527,10.447079867690832,76231,24.814778645833332,184.28038462043,14.908605556719644,76772,24.990885416666668,64.73154274996092,20.356199017293893,75088,24.442708333333332,151.13522799914767,11.707056584013399
MOV_12770,660,125.53562,51.55286,255.0,2.0,dry,0,kmeans,4,78738,25.630859374999996,60.53227158424141,22.687366205838554,74451,24.2353515625,150.2332003599683,14.923406177709783,76088,24.768229166666668,190.37619598359794,16.587254028042096,77923,25.365559895833336,104.30800918855793,8.22867580288944
MOV_12770,690,128.24481,49.715786,255.0,0.0,dry,0,kmeans,4,73686,23.986328125,58.41037646228592,23.113755931150788,77337,25.174804687500004,155.13301524496683,11.21282459545065,79356,25.83203125,112.02822722919502,11.526927762850114,76821,25.0068359375,184.91223753921454,14.803773853453912
MOV_12770,720,127.94857,46.99911,255.0,0.0,dry,0,kmeans,4,76124,24.779947916666668,111.18559192895802,11.119818315834568,79241,25.794596354166664,182.50871392334776,15.733231941023854,75804,24.67578125,64.08139412168224,20.635638051297168,76031,24.749674479166668,151.54484355065696,10.546785853910498
MOV_12770,750,136.85179,46.64667,255.0,0.0,dry,0,kmeans,4,75744,24.65625,71.69753379805661,30.52531044525634,81099,26.3994140625,185.8540672511375,13.972837453851664,73684,23.985677083333336,125.27109006025732,9.824118266435624,76673,24.958658854166664,160.51480964615968,8.717647855541387
MOV_12770,780,134.2367,43.412724,255.0,0.0,dry,0,kmeans,4,74718,24.322265625,156.58190797398217,7.503484939607377,80660,26.256510416666668,76.28757748574262,27.018796056636578,74176,24.145833333333332,183.12200711820535,15.971685741043371,77646,25.275390625,126.23200164850732,9.182167248410845
MOV_12770,810,132.55513,48.356678,255.0,0.0,dry,0,kmeans,4,78413,25.525065104166668,114.91747541861682,11.608340150963024,79356,25.83203125,187.67188366349112,14.17596177932717,73842,24.037109375,65.61968798244901,22.02146372698211,75589,24.605794270833332,158.37657595681912,11.104821783363732
MOV_12770,840,128.04582,46.503185,255.0,0.0,dry,0,kmeans,4,77149,25.113606770833336,147.9241856666969,13.000750056365293,76896,25.03125,108.17673220973782,8.208440043532232,80234,26.117838541666664,184.35002617344267,15.425406463218016,72921,23.7373046875,66.0164013110078,20.701518063318872
MOV_12770,870,113.76345,51.88874,255.0,0.0,dry,0,kmeans,4,77727,25.301757812499996,182.45864371453936,17.631925575312525,75569,24.599283854166668,47.626341489235,18.2185509954438,77864,25.346354166666668,129.9632564471386,16.51815839070618,76040,24.752604166666668,92.6832719621252,8.155888396956295
MOV_12770,900,99.16777,47.683395,255.0,0.0,dry,0,kmeans,4,80050,26.057942708333332,78.35054341036852,7.755101000136566,75797,24.673502604166668,169.04529203002758,27.63388383331773,74129,24.130533854166668,45.906730159586665,13.564975780783508,77224,25.138020833333336,103.28700921993163,8.632786436196382
MOV_12770,930,95.21363,49.21603,255.0,1.0,dry,0,kmeans,4,74768,24.338541666666664,167.01559490691204,28.158315400562437,77594,25.258463541666664,40.12205840657783,13.064970057236275,76810,25.003255208333336,102.25790912641583,9.208759987948003,78028,25.399739583333332,74.26238017122058,8.790622618381239
MOV_12770,960,122.485725,50.5496,255.0,0.0,dry,0,kmeans,4,79361,25.833658854166668,58.67988054586006,21.12296235452445,73548,23.94140625,147.3354679936912,15.886847846390623,76519,24.908528645833332,185.88331002757485,14.689580667103192,77772,25.31640625,101.7189476932572,7.932344526122721
MOV_12770,990,139.99475,50.32496,255.0,0.0,dry,0,kmeans,4,75867,24.6962890625,189.72872263302887,12.86764377615672,79008,25.71875,130.8753543944917,17.38039702699801,76397,24.868815104166668,173.11777949395918,6.160552685375472,75928,24.716145833333332,66.46239858813612,25.687577882403787
MOV_12770,1020,136.37932,46.642643,255.0,0.0,dry,0,kmeans,4,78379,25.513997395833332,73.3241939805305,27.20150491743451,78354,25.505859375,187.33679199530337,14.39336633705072,73142,23.809244791666668,162.76432145689208,8.637331903430772,77325,25.1708984375,123.70076947946977,11.486611728606611
MOV_12770,1050,125.291565,49.30648,255.0,0.0,dry,0,kmeans,4,78292,25.485677083333336,62.873754662034436,22.362083825517246,76999,25.064778645833336,150.74290575202275,15.692971721433791,78870,25.673828124999996,104.9810954735641,8.155228828050964,73039,23.775716145833332,187.29925108503676,14.433150555289748
MOV_12770,1080,121.602554,51.826294,255.0,0.0,dry,0,kmeans,4,78395,25.519205729166668,185.8290579756362,15.345417290681135,75838,24.686848958333332,101.14623275930272,8.362716248824448,76634,24.945963541666664,144.18014197353656,15.526718929167554,76333,24.847981770833332,53.298075537447765,20.65806242868789
MOV_12770,1110,106.12209,48.30736,255.0,0.0,dry,0,kmeans,4,76486,24.897786458333336,50.183929085061315,16.53109423670453,79495,25.877278645833336,113.11856091578086,12.663069331942236,75315,24.5166015625,175.95362145654917,22.37456749659901,75904,24.708333333333332,85.87212795109612,7.179188476370015
MOV_12764,0,115.84598,46.970375,255.0,2.0,dry,0,kmeans,4,77234,25.141276041666664,98.76652769505658,4.689747720785328,83588,27.209635416666668,61.6833756041537,20.147995946629553,72411,23.5712890625,182.08361989200534,19.0119113219607,73967,24.077799479166668,130.0431138210283,14.521144885636925
MOV_12764,30,111.109764,43.217796,255.0,0.0,dry,0,kmeans,4,76503,24.9033203125,171.3520776962995,21.76451831708822,75545,24.591471354166668,94.6750943146469,4.745756822945074,78782,25.645182291666668,117.50558503211394,10.987890340484904,76370,24.860026041666668,60.42186722535027,19.435416053385037
MOV_12764,60,122.66675,46.640114,255.0,0.0,dry,0,kmeans,4,76970,25.055338541666668,103.00743146680524,7.746466292329796,74413,24.222981770833332,183.74865950841922,16.90083302757996,79344,25.828125,65.53876789675338,20.00480216532256,76473,24.8935546875,142.2899585474612,13.93384864742641
MOV_12764,90,119.52383,47.58622,255.0,0.0,dry,0,kmeans,4,75952,24.723958333333336,140.60055034758796,13.15310064090654,81154,26.417317708333332,60.231991029400895,19.77420640105565,73302,23.861328125,181.3449019126354,17.74279423568641,76792,24.997395833333332,102.32594541098031,8.6830269854771
MOV_12764,120,120.903305,46.448486,255.0,0.0,dry,0,kmeans,4,73493,23.923502604166664,61.90913420325745,19.734702818703422,79849,25.992513020833336,136.59085273453644,13.701923362760514,77092,25.095052083333336,181.25005188605823,18.545244620549354,76766,24.988932291666664,100.4616106088633,7.561761753439604
MOV_12764,150,116.21464,52.36969,255.0,0.0,dry,0,kmeans,4,73145,23.810221354166668,184.5637432497095,16.238129448981798,81213,26.436523437499996,49.94702818514277,18.512561579106684,77029,25.074544270833332,97.42442456737074,9.594061984484084,75813,24.6787109375,140.3501774102067,15.667471463664327
MOV_12764,180,114.36384,52.28687,255.0,0.0,dry,0,kmeans,4,76346,24.852213541666668,46.61174128310586,19.23819318046788,77493,25.2255859375,134.95306672860775,16.36690343833735,75350,24.527994791666664,182.51254147312542,16.31935260318148,78011,25.394205729166668,94.39322659624925,9.068309714634418
MOV_12764,210,119.64967,52.192066,255.0,0.0,dry,0,kmeans,4,79120,25.755208333333336,98.79996208291203,9.6136206089022,73112,23.799479166666668,186.83880895065104,15.978645786701431,78339,25.5009765625,144.39880519281584,16.182925793907824,76629,24.9443359375,51.77037414033851,17.994173551212118
MOV_12764,240,109.96379,48.63441,255.0,0.0,dry,0,kmeans,4,76164,24.79296875,179.08098314164172,19.14748705144496,80532,26.21484375,87.76882481498038,7.086652794983147,72766,23.686848958333336,51.858038094714566,16.587333096029436,77738,25.305338541666668,119.62813553217217,15.289659169060425
MOV_12764,270,108.47899,49.505863,255.0,1.0,dry,0,kmeans,4,78998,25.715494791666664,117.47686017367528,14.948404982447023,77187,25.125976562500004,50.207016725614416,16.770725876483613,75419,24.550455729166668,179.2565268698869,20.56693252567826,75596,24.608072916666668,87.96268321075189,6.813107312925673
MOV_12764,300,129.80331,46.06323,255.0,0.0,dry,0,kmeans,4,78081,25.4169921875,114.87747339301495,10.649884894070487,77796,25.32421875,154.04672476734024,10.236686327736905,76399,24.869466145833332,67.2843230932342,21.31899468707002,74924,24.389322916666668,183.93522769740002,15.845061343589311
MOV_12764,330,127.35501,50.412594,255.0,2.0,dry,0,kmeans,4,78962,25.703776041666664,152.973632886705,13.8248684060645,75132,24.45703125,60.934781451312354,22.599362796582948,78386,25.516276041666668,106.34804684509989,9.87528989814724,74720,24.322916666666668,189.1061027837259,15.006222307364489
MOV_12764,360,126.20008,48.984837,255.0,2.0,dry,0,kmeans,4,78155,25.441080729166664,104.87738468428124,7.603047630991011,75564,24.59765625,190.08178497697315,18.11698342037729,78757,25.637044270833332,66.43654532295542,21.043359733663543,74724,24.32421875,146.8911327016755,14.517730938283128
MOV_12764,390,130.0152,47.42386,255.0,0.0,dry,0,kmeans,4,78550,25.569661458333332,66.13637173774666,26.527022885526723,74152,24.138020833333336,184.33535171000108,15.807088076514011,78476,25.545572916666664,117.57947652785565,9.7266761052097,76022,24.746744791666668,155.87149772434296,9.859599252509058
MOV_12764,420,115.41848,48.816364,255.0,0.0,dry,0,kmeans,4,73470,23.916015625,52.72017149857084,15.734228464188051,78930,25.693359375000004,178.6652856961865,17.0610852738326,77444,25.209635416666664,132.8227622540158,14.780339560113264,77356,25.180989583333336,93.00930761673303,9.60323149540294
MOV_12764,450,107.93918,46.904305,255.0,0.0,dry,0,kmeans,4,79553,25.896158854166668,118.83617211167397,13.148859638294919,75993,24.7373046875,85.28247338570658,8.319225429598744,75049,24.430013020833332,52.13854948100574,12.988950398296996,76605,24.9365234375,173.76577246915997,19.819762317843328
MOV_12764,480,115.48198,46.78791,255.0,0.0,dry,0,kmeans,4,75597,24.6083984375,57.971506805825626,14.518324022377493,76451,24.886393229166668,132.45501039881754,14.883979683383616,80216,26.111979166666664,94.22843323027824,8.725260792302532,74936,24.393229166666668,178.93465090210313,17.713817153785044
MOV_12764,510,134.11972,46.35801,255.0,3.0,dry,0,kmeans,4,75776,24.666666666666668,156.51499155405406,11.787176896488736,73337,23.872721354166668,72.84674857166233,24.226313245650378,80338,26.151692708333336,188.22116557544376,15.437408437083878,77749,25.308919270833336,114.1855843805065,10.203600219827283
MOV_12764,540,116.581276,48.666607,255.0,0.0,dry,0,kmeans,4,78360,25.5078125,182.67673557937724,17.489283668824505,74625,24.2919921875,94.2652730318258,7.152145692554834,79284,25.808593749999996,129.09086322587154,15.924961606418243,74931,24.3916015625,56.44973375505465,15.000777771932606
MOV_12764,570,118.919846,49.30349,255.0,0.0,dry,0,kmeans,4,77177,25.122721354166664,138.26352410692306,15.692038660163536,75996,24.73828125,56.01934312332228,17.425529578123765,76958,25.051432291666664,182.8522180929858,16.460206121606834,77069,25.087565104166664,97.73357640555865,8.150599290999475
MOV_12764,600,126.58832,47.18944,255.0,0.0,dry,0,kmeans,4,78498,25.552734375000004,148.35542306810365,12.176778696254754,76158,24.791015625,63.91731663121406,21.041826300030042,76852,25.016927083333336,183.75726070889502,16.5844416084117,75692,24.639322916666668,109.02609258574222,9.44638723096106
MOV_12764,630,125.64016,48.042442,255.0,0.0,dry,0,kmeans,4,76743,24.9814453125,63.06503524751443,19.190048389616713,76460,24.889322916666668,148.96689772430028,14.085847745100239,77121,25.1044921875,184.73593444068413,14.85073064650382,76876,25.024739583333332,105.62231385607993,9.096928547111343
MOV_12764,660,123.86652,48.725296,255.0,0.0,dry,0,kmeans,4,79245,25.795898437499996,104.71325635686794,9.126834162290134,73394,23.891276041666668,185.48102024688666,15.840992800611028,77564,25.248697916666668,61.37539322366046,20.872205670871327,76997,25.064127604166668,147.79896619348807,14.339513142951892
MOV_12764,690,129.51288,46.570442,255.0,0.0,dry,0,kmeans,4,77488,25.223958333333336,68.36892163947967,21.278877645850564,75253,24.496419270833332,153.13249970100858,12.20836416784308,78162,25.443359375000004,184.86321997901794,14.908164017636508,76297,24.836263020833332,111.61157057289277,9.574355157154859
MOV_12764,720,119.78681,48.809654,255.0,0.0,dry,0,kmeans,4,81634,26.573567708333336,59.263713648724796,19.17388283422445,74453,24.236002604166668,143.5456059527487,14.76621498757888,72188,23.498697916666668,183.54191832437525,16.279419730938297,78925,25.691731770833332,101.66170414950902,8.77906738119266
MOV_12764,750,124.065285,49.340733,255.0,0.0,dry,0,kmeans,4,76569,24.9248046875,104.97960009925688,9.487916440920216,79088,25.744791666666668,146.53755310540157,13.831484534768023,76915,25.037434895833332,184.11811740232724,15.7442051607502,74628,24.29296875,57.93892372835933,21.73457686904671
MOV_12764,780,127.451904,51.92032,255.0,0.0,dry,0,kmeans,4,74788,24.345052083333332,106.73609402577954,10.58700602528821,78301,25.488606770833332,188.27893641205094,14.84876861211844,76451,24.886393229166668,57.491556683365815,20.721578884622907,77660,25.279947916666668,154.943793458666,13.882535647856193
MOV_12764,810,140.78726,45.05207,255.0,0.0,dry,0,kmeans,4,75697,24.640950520833332,167.17604396475423,8.095213318573276,76824,25.0078125,79.29264292408622,26.18217344715702,76943,25.046549479166668,189.31449254643047,14.567409741618956,77736,25.3046875,127.83150663785119,12.475324556055678
MOV_12764,840,138.29257,46.01037,255.0,1.0,dry,0,kmeans,4,81389,26.493815104166668,187.8410841759943,13.445773912909262,78273,25.479492187500004,121.25763673297305,13.07045994991472,75926,24.715494791666668,164.38796986539526,9.315543210442815,71612,23.311197916666668,72.93145003630677,22.26169753716129
MOV_12764,870,125.30311,49.99122,255.0,0.0,dry,0,kmeans,4,77395,25.193684895833336,105.91119581368305,9.545954589874487,77763,25.313476562499996,185.63140568136518,15.605976213940433,77231,25.140299479166668,149.12860120935895,13.655486329010936,74811,24.3525390625,58.059870874604,21.03595064291253
MOV_12764,900,129.97018,47.375034,255.0,0.0,dry,0,kmeans,4,75405,24.5458984375,155.08463629732776,13.072613660546844,76850,25.016276041666668,109.6816395575797,10.166962067215412,77865,25.3466796875,186.6047774995184,13.82918489573773,77080,25.091145833333332,68.41807213284899,20.622785495594133
MOV_12764,930,124.37154,49.539444,255.0,0.0,dry,0,kmeans,4,78208,25.458333333333332,60.02535546235679,19.069252453038466,77261,25.150065104166668,185.30593701867696,15.73850836107358,76256,24.822916666666668,104.83436057490559,9.475277320663125,75475,24.568684895833336,148.41079827757537,14.598811678014057
MOV_12764,960,119.46651,54.194733,255.0,0.0,dry,0,kmeans,4,73467,23.9150390625,187.5747886806321,16.150860166630284,78584,25.580729166666664,100.73682938002646,10.400492435674092,79709,25.946940104166664,48.53938702028629,18.818267257034435,75440,24.557291666666668,147.5905487804878,15.16773985145747
MOV_12764,990,130.89941,46.66185,255.0,0.0,dry,0,kmeans,4,75398,24.543619791666664,187.44178890686754,14.170978321499218,77424,25.203125,72.07785699524695,24.501261159037345,79017,25.7216796875,110.83673133629472,9.437030945719775,75361,24.531575520833336,155.79701702472101,13.013245857188819
MOV_12764,1020,123.74698,48.405525,255.0,0.0,dry,0,kmeans,4,78898,25.682942708333336,61.8688813404649,18.3451376903343,77226,25.138671875,184.28982467044779,14.771706544049886,76283,24.831705729166668,103.8730778810482,8.959274177604927,74793,24.3466796875,146.77884293984732,14.30623322473935
MOV_12764,1050,129.92738,50.909657,255.0,0.0,dry,0,kmeans,4,78370,25.511067708333336,157.8058695929565,12.118547239203739,77139,25.1103515625,112.78948391864037,10.899452802558763,76295,24.835611979166668,60.605347663673896,24.93874086304231,75396,24.54296875,188.63193007586608,15.467463781304838
MOV_12764,1080,125.674126,51.91777,255.0,0.0,dry,0,kmeans,4,76269,24.8271484375,54.07746266504084,21.62663622816301,78157,25.441731770833332,153.81162275931777,13.012719898316144,77233,25.140950520833332,108.48191835096397,10.628182166889278,75541,24.590169270833336,186.42619239882978,14.525399202145909
MOV_12764,1110,120.8451,50.092144,255.0,0.0,dry,0,kmeans,4,77280,25.156250000000004,100.88581780538303,8.391340904646006,75592,24.606770833333332,185.27916975341307,15.922655288381026,78238,25.468098958333336,56.96464633554027,18.564913860119514,76090,24.768880208333332,142.78796162439215,15.690662347734246
MOV_12764,1140,122.46851,51.4316,255.0,0.0,dry,0,kmeans,4,77718,25.298828125,184.5504258987622,15.472032713924945,77331,25.1728515625,102.87570314621561,9.969153170212532,77087,25.093424479166664,147.26106866267983,14.412911017923474,75064,24.434895833333332,52.915365554726634,20.17907062423133
MOV_12764,1170,101.99296,48.6491,255.0,0.0,dry,0,kmeans,4,73298,23.860026041666664,173.9325902480286,22.648928032328794,77774,25.317057291666668,81.83171754056626,7.702121288821134,80348,26.154947916666664,47.23053467416737,13.825637964469777,75780,24.66796875,111.16484560570072,12.158956845643026
MOV_12764,1200,129.19029,47.53401,255.0,0.0,dry,0,kmeans,4,78638,25.598307291666668,184.76340954754698,15.270823895456504,78569,25.575846354166664,111.7159566750245,10.315969364632725,76305,24.8388671875,152.99892536531027,11.512089076291266,73688,23.986979166666668,63.86164640104223,21.06721890963046
MOV_12764,1230,134.6976,46.94959,255.0,0.0,dry,0,kmeans,4,81765,26.6162109375,187.3980920931939,14.059287808603713,75704,24.643229166666668,115.57596692380852,10.75150245099646,76895,25.030924479166668,158.67736523831198,11.531782092717503,72836,23.709635416666668,70.09504915151848,23.15298819619506
MOV_12764,1260,120.82726,51.32474,255.0,0.0,dry,0,kmeans,4,76611,24.9384765625,144.94793175914685,14.649405233017433,77841,25.338867187500004,53.44623013578962,20.14629476459735,75909,24.7099609375,184.69119603736053,15.927479409127463,76839,25.0126953125,101.94696703496922,9.519832935991351
MOV_12764,1290,124.24753,50.29554,255.0,0.0,dry,0,kmeans,4,74413,24.222981770833332,184.83388655208094,16.856278116428154,78978,25.708984375,108.93779280305908,11.056118419881356,77412,25.199218750000004,56.146643931173465,20.960958219233955,76397,24.868815104166668,150.0671230545702,11.829392356119111
MOV_12764,1320,124.35239,51.457424,255.0,0.0,dry,0,kmeans,4,77214,25.134765625,105.7278602326003,9.466250378283826,77389,25.191731770833332,186.07539831242167,15.209005349123322,75155,24.464518229166668,54.63114895881844,22.72223099790203,77442,25.208984375,148.90354071434106,14.452598538625729
MOV_12758,0,130.33516,53.552094,255.0,4.0,dry,0,kmeans,4,77528,25.236979166666668,105.77659684243112,9.56275447001266,78573,25.577148437500004,197.1688620773039,19.665513825380813,76641,24.9482421875,153.52411894416826,14.525322842132057,74458,24.237630208333332,61.51020709661823,21.901384501489723
MOV_12758,30,122.06036,49.52796,255.0,0.0,dry,0,kmeans,4,77125,25.105794270833332,145.78332576985414,15.366189560638805,76947,25.0478515625,100.22845595019949,9.58845471308238,76814,25.004557291666668,184.01281016481371,14.5985978421893,76314,24.841796875,57.739942867625864,16.703350712425582
MOV_12758,60,107.04153,57.71956,255.0,0.0,dry,0,kmeans,4,74138,24.133463541666668,77.95061911570315,12.66219980921584,79506,25.880859375,183.3868890398209,16.108774255625548,81404,26.498697916666668,124.17563019016265,20.037696040974264,72152,23.486979166666664,33.475218982148796,15.668136073538093
MOV_12758,90,127.266624,50.614033,255.0,0.0,dry,0,kmeans,4,76649,24.950846354166668,153.3643491761145,13.618287692105373,75847,24.689778645833332,59.642095270742416,19.03969203392503,78181,25.449544270833336,187.63995088320692,16.05680715391266,76523,24.909830729166664,106.4717274544908,10.22273896335322
MOV_12758,120,94.13887,57.645817,255.0,0.0,dry,0,kmeans,4,80315,26.144205729166664,107.6599265392517,15.401285134959904,75107,24.448893229166664,65.82030969150678,11.573927957900601,76519,24.908528645833332,175.86221722709394,20.93503087952336,75259,24.498372395833336,24.879230391049575,12.208825208601596
MOV_12758,150,130.30026,50.705162,255.0,0.0,dry,0,kmeans,4,77532,25.23828125,192.88522158592582,19.416705582933854,78904,25.684895833333332,109.53464970090236,9.518240030828645,74660,24.303385416666668,63.967988213233326,21.322654115134377,76104,24.7734375,153.14428939346158,13.352162948971356
MOV_12758,180,110.12406,52.096863,255.0,0.0,dry,0,kmeans,4,78888,25.679687499999996,44.49206469932056,18.219597826550217,76418,24.875651041666664,179.3797272893821,17.02436587332841,76822,25.007161458333332,128.0710343391216,15.83384582399456,75072,24.4375,90.22956628303496,8.459476057649542
MOV_12758,210,127.931,61.015537,255.0,0.0,dry,0,kmeans,4,79093,25.746419270833332,207.4925214620763,21.603502609009784,75724,24.649739583333332,97.22111879985209,9.371593256542202,78384,25.515624999999996,149.57271892222903,20.4045516361355,73999,24.088216145833332,51.39428911201503,18.4572608934798
MOV_12758,240,123.35801,50.522503,255.0,0.0,dry,0,kmeans,4,78280,25.481770833333332,184.46373275421564,14.729992379126733,75864,24.6953125,56.19533639143731,23.497364203511992,76810,25.003255208333336,146.49709673219633,14.575725099418628,76246,24.819661458333332,104.13817118275057,8.222679405688664
