video_file,frame_num,mean_temp,std_temp,max_temp,min_temp,label_name,label,seg_method,n_segments,seg0_pixel_count,seg0_percentage,seg0_mean_intensity,seg0_std_intensity,seg1_pixel_count,seg1_percentage,seg1_mean_intensity,seg1_std_intensity,seg2_pixel_count,seg2_percentage,seg2_mean_intensity,seg2_std_intensity,seg3_pixel_count,seg3_percentage,seg3_mean_intensity,seg3_std_intensity,temp_range,temp_cv,temp_above_mean,temp_below_mean,temp_asymmetry,mean_temp_normalized,dominant_segment,segment_entropy,max_segment_coverage,min_segment_coverage,segment_imbalance,segment_intensity_range,intensity_gradient_0_1,intensity_gradient_1_2,intensity_gradient_2_3,mean_segment_intensity,segment_intensity_cv,avg_within_segment_std,max_within_segment_std,temp_skewness_proxy,temp_kurtosis_proxy,seg_first_last_ratio,seg_ratio_0_1,seg_ratio_1_2,seg_ratio_2_3,weighted_intensity_0,weighted_intensity_1,weighted_intensity_2,weighted_intensity_3,total_weighted_intensity,temp_range_seg_imbalance,mean_temp_seg_entropy,temp_change,temp_cumulative_change,temp_change_rate,temp_rolling_mean,temp_rolling_std,frame_position,mean_temp_squared,std_temp_squared,temp_range_squared,mean_temp_sqrt,std_temp_sqrt,segment_gini,segment_herfindahl,cluster_kmeans,cluster_kmeans_name
MOV_01-01-2000_0004,300,125.759964,48.08172,255.0,0.0,wet,1,kmeans,4,75363,24.5322265625,185.853575361915,14.580161981870276,77234,25.141276041666664,64.35867623067561,21.86389390486148,78401,25.521158854166664,105.88043519853063,8.58583275042099,76202,24.805338541666664,149.0140022571586,14.469983094150964,255.0,0.3823293078882935,129.240036,125.759964,0.0136473411759354,0.4931763293924244,2.0,1.386184792815731,25.521158854166664,24.5322265625,0.0098893229166666,121.4948991312394,-121.4948991312394,41.52175896785502,43.133567058627975,126.27667226206997,0.4169458986767183,14.874967932825928,21.86389390486148,-0.0361891379850411,5.303470839790367,0.9889897898955176,0.9757749173942072,0.9851149853922432,1.0288575098867945,4559.402018229167,1618.0592447916663,2702.19140625,3696.342773437499,12575.995442708334,2.521777343749994,174.32654964185377,-14.139556,-7.074185999999997,14.139556,131.69463133333332,7.338064434578405,10,15815.568545281296,2311.8517981583996,65025.0,11.21427501000399,6.9340983552297555,0.0082568359372935,0.2500548270543416,0,dry
MOV_01-01-2000_0004,330,142.67294,44.580196,255.0,0.0,wet,1,kmeans,4,73440,23.90625,79.59790305010893,23.638946897389825,78641,25.599283854166664,189.96040233466005,13.873206090910678,77294,25.160807291666664,128.5753874815639,13.787307264533444,77825,25.333658854166668,168.4122068743977,7.780957591479501,255.0,0.3124642696567082,112.32706,142.67294,-0.1190034509757254,0.5595017254682548,1.0,1.3859529466817442,25.599283854166664,23.90625,0.0169303385416666,110.36249928455112,110.36249928455112,-61.38501485309615,39.8368193928338,141.63647493518263,0.3427840411784431,14.77010446107836,23.638946897389825,0.3403515766641424,5.72002868589451,0.9436556372760796,0.9338640145892309,1.0174269667599638,0.9931769992867278,1902.8873697916663,4862.850260416666,3235.0605468749995,4266.497395833334,14267.295572916666,4.317236328124993,197.7379816047477,16.912976000000015,9.838790000000015,16.912976000000015,136.11080800000002,9.070719004486453,11,20355.5678082436,1987.393875398416,65025.0,11.944577849384212,6.676840270666957,0.0131298828121717,0.2501692617416381,1,wet
MOV_01-01-2000_0004,360,134.95265,46.20558,255.0,0.0,wet,1,kmeans,4,74311,24.189778645833336,70.54421283524647,23.54991203282457,78551,25.569986979166664,160.2491502336062,9.950302908586774,77785,25.320638020833336,186.27362602044096,14.085070211085368,76553,24.919596354166668,119.37116768774574,11.102584325105209,255.0,0.3423836434229054,120.04735,134.95265,-0.0584521568604529,0.5292260784106186,1.0,1.3860753701025297,25.569986979166664,24.189778645833336,0.0138020833333332,115.72941318519447,89.70493739835973,26.024475786834756,-66.90245833269522,134.10953919425984,0.3768380841711067,14.67196736940048,23.54991203282457,0.1612932896500178,5.518813960236228,0.9707131003380624,0.946022329072045,1.009847656604454,1.0160934250621871,1706.448893229167,4097.568684895833,4716.567057291667,2974.6813151041665,13495.265950520834,3.519531249999988,187.05454429506716,-7.720290000000006,2.1185000000000116,7.720290000000006,134.46185133333333,8.467163149044955,12,18212.2177420225,2134.9556231364,65025.0,11.616912240350274,6.797468646488927,0.0113541666663827,0.2501090617285835,1,wet
MOV_01-01-2000_0004,390,120.249626,46.664265,255.0,0.0,wet,1,kmeans,4,76500,24.90234375,139.8304183006536,16.418434966619966,79987,26.037434895833332,64.93994024028905,21.60329043252497,70479,22.9423828125,184.0896153464153,14.993229074538451,80234,26.117838541666664,100.64129919984046,6.151390213000736,255.0,0.3880616227124014,134.750374,120.249626,0.0568656784291424,0.4715671607658209,3.0,1.3849628510169625,26.117838541666664,22.9423828125,0.0317545572916666,119.14967510612624,-74.89047806036456,119.14967510612624,-83.44831614657483,122.3753182717996,0.4189221381611889,14.791586171671032,21.60329043252497,-0.1553731532779153,5.464566943149203,0.9534611258407868,0.9564054155127611,1.134905432329285,0.8784181266422589,3482.105143229167,1690.8694661458333,4223.454427083334,2628.5332031249995,12024.962239583334,8.097412109374995,166.54126485868343,-14.703024,-12.584523999999988,14.703024,132.62507200000002,11.391420771581178,13,14459.972553139878,2177.553627990225,65025.0,10.965839046785248,6.831124724377385,0.0266536458326669,0.2506569159401787,0,dry
MOV_01-01-2000_0004,420,140.66087,43.663982,255.0,0.0,wet,1,kmeans,4,78806,25.652994791666668,185.9606628936883,13.056363193409403,77555,25.245768229166664,130.86964090000646,13.013023965292714,76036,24.751302083333336,165.83715608396022,6.535679325701601,74803,24.349934895833332,77.49706562571019,23.15055879391295,255.0,0.3104202469165433,114.33913,140.66087,-0.1032225097998735,0.5516112548803289,0.0,1.3861001021120072,25.652994791666668,24.349934895833332,0.0130305989583333,108.4635972679781,-55.091021993681835,34.967515183953765,-88.34009045825003,140.04113137584127,0.3392152426455453,13.938906319579168,23.15055879391295,0.3014125005132574,5.840053707002707,1.0535138960688215,1.01613048763825,1.019977378724108,1.016483295707039,4770.447916666667,3303.9046223958335,4104.685546875,1887.0485026041663,14066.086588541666,3.322802734375006,194.97004627016375,20.411243999999986,7.826719999999995,20.411243999999986,131.954382,10.530761067308992,14,19785.480349156896,1906.5433240963237,65025.0,11.86005354119449,6.60787272879858,0.011009114583058,0.2500971239513821,1,wet
MOV_01-01-2000_0004,450,142.49516,44.811707,255.0,0.0,wet,1,kmeans,4,80235,26.1181640625,187.6181591574749,13.40834412522904,74543,24.265299479166664,133.2310478515756,13.379537690076836,76286,24.832682291666668,78.21399732585272,25.601750275063814,76136,24.783854166666668,168.42095723442262,6.232948074721501,255.0,0.3144788005210507,112.50484,142.49516,-0.1176090980346035,0.5588045489976939,0.0,1.385923937064513,26.1181640625,24.265299479166664,0.0185286458333333,109.4041618316222,-54.38711130589931,-55.01705052572288,90.2069599085699,141.87104039233145,0.338642829984936,14.655645041272797,25.601750275063814,0.3346259493451954,5.69047726619955,1.053837868651178,1.0763586113643704,0.9771517705736557,1.001970158259161,4900.241861979166,3232.891276041666,1942.263346354167,4174.120442708334,14249.516927083334,4.724804687500006,197.48745315983768,1.83429000000001,9.661010000000005,1.83429000000001,134.46855200000002,12.348058446417037,15,20304.8706234256,2008.0890842538488,65025.0,11.937133659300292,6.694154688980529,0.0140185546871495,0.2501864789962768,1,wet
MOV_01-01-2000_0004,480,140.29521,44.785957,255.0,0.0,wet,1,kmeans,4,75864,24.6953125,126.75814615627966,13.975634701412734,77590,25.257161458333332,187.7856811444774,12.701333403930782,78659,25.605143229166664,167.05569610597644,8.12455557568241,75087,24.4423828125,76.86535618682329,21.994623987968335,255.0,0.3192265580329345,114.70479,140.29521,-0.1003545882313586,0.5501772940960714,2.0,1.3861272263061848,25.605143229166664,24.4423828125,0.0116276041666666,110.9203249576541,61.02753498819773,-20.729985038500956,-90.19033991915316,139.6162198983892,0.3503091284388009,14.199036917248566,21.994623987968335,0.2856969205133436,5.693749046002578,1.0103479959109047,0.9777548649305756,0.98640969208479,1.0475714833169336,3130.33203125,4742.933268229167,4277.485026041666,1878.7724609375,14029.522786458332,2.965039062499994,194.46701030134372,-2.199950000000001,7.461060000000003,2.199950000000001,141.15041333333332,1.1788488058412636,16,19682.7459489441,2005.7819444058491,65025.0,11.844627896223672,6.692231092841908,0.0101253255205801,0.2500836101743909,1,wet
MOV_01-01-2000_0004,510,138.56673,44.508877,255.0,0.0,wet,1,kmeans,4,78308,25.490885416666664,126.8660417837258,13.085689148387136,77536,25.239583333333332,186.77910905901777,13.107819121109095,77204,25.131510416666668,76.7682503497228,22.844403875937232,74152,24.138020833333336,164.85262703635777,7.81179102576867,255.0,0.3212089727222971,116.43327,138.56673,-0.0867978823495373,0.5433989411551609,0.0,1.386081243739425,25.490885416666664,24.138020833333336,0.0135286458333332,110.01085870929496,59.913067275291965,-110.01085870929496,88.08437668663497,138.81650705720602,0.3472550907128701,14.212425792800534,22.844403875937232,0.2486409620605255,5.729194199680842,1.0560470380779778,1.0099566648908136,1.0043002949218678,1.0411587006151637,3233.927734375,4714.226888020834,1929.3020833333333,3979.2161458333344,13856.672851562502,3.449804687499988,192.0647454593051,-1.7284799999999905,5.732580000000013,1.7284799999999905,140.45236666666668,1.968924637875523,17,19200.7386628929,1981.0401318011288,65025.0,11.771437040565608,6.671497358164807,0.0104166666664062,0.2501058671739366,1,wet
MOV_01-01-2000_0004,540,129.90813,46.976734,255.0,0.0,wet,1,kmeans,4,78204,25.45703125,154.77998567848192,11.50999927409434,76226,24.813151041666668,67.05223939338283,23.09214951963987,74233,24.164388020833332,185.6865140840327,14.90909769011139,78537,25.565429687500004,113.42639774883176,10.46334212152492,255.0,0.361615042849003,125.09187,129.90813,-0.0188872941169063,0.5094436470388454,3.0,1.386041140530946,25.565429687500004,24.164388020833332,0.0140104166666667,118.63427469064986,-87.72774628509909,118.63427469064986,-72.26011633520093,130.2362842261823,0.3953150030268132,14.993647151342632,23.09214951963987,0.0512621843716802,5.428218997636528,0.9957599598840068,1.025949150794779,1.026847897410252,0.9451978044865924,3940.2389322916665,1663.77734375,4487.000976562499,2899.794596354167,12990.811848958332,3.572656250000012,180.0580126694424,-8.658600000000007,-2.926019999999994,8.658600000000007,136.25669000000002,5.565525252193135,18,16876.122240096898,2206.813537306756,65025.0,11.397724772953593,6.85395754290906,0.0121175130205304,0.250126174820794,0,dry
MOV_01-01-2000_0004,570,139.7959,45.153187,255.0,0.0,wet,1,kmeans,4,73339,23.873372395833332,76.47689496720707,23.605974559706496,78325,25.496419270833332,165.7690775614427,9.412698505129583,78484,25.548177083333336,124.63121145711229,12.794502687546842,77052,25.082031249999996,189.1078881794113,13.176287324222898,255.0,0.3229936428519725,115.2041,139.7959,-0.096438431368767,0.5482192156647756,2.0,1.385926628611064,25.548177083333336,23.873372395833332,0.016748046875,112.63099321220425,89.29218259423564,-41.13786610433043,64.47667672229902,138.99626804129335,0.3559365144692944,14.747365769151454,23.605974559706496,0.272315218796778,5.647441894711121,0.9518117631049208,0.9363421636927618,0.9979741089819864,1.0185848513823017,1825.7613932291663,4226.517903645833,3184.100260416667,4743.209960937499,13979.589518229168,4.27075195312501,193.7468603806494,9.887769999999987,6.961749999999995,9.887769999999987,136.09025333333332,5.389035294339122,19,19542.893656809996,2038.8102962569692,65025.0,11.823531621305031,6.719612116781742,0.0135970052079933,0.2501822949091593,1,wet
MOV_01-01-2000_0004,600,135.85297,45.281914,255.0,0.0,wet,1,kmeans,4,75886,24.702473958333336,187.51238700155497,14.751234619791672,77826,25.333984375,118.9540384961324,11.413365247562234,79369,25.836263020833332,160.38831281734682,10.33660220512349,74119,24.127278645833332,74.43292543072627,23.985018363715746,255.0,0.333315598449315,119.14703,135.85297,-0.0655134901935092,0.5327567450771468,2.0,1.3859619098422031,25.836263020833332,24.127278645833332,0.01708984375,113.0794615708287,-68.55834850542257,41.43427432121442,-85.95538738662054,135.32191593644012,0.3652166043411649,15.121555109048286,23.985018363715746,0.1844659216073627,5.631387399916137,1.0238400405907748,0.9750725974615908,0.9805591599979492,1.0708320399236908,4632.019856770834,3013.5797526041665,4143.834635416666,1795.8639322916667,13585.298177083332,4.35791015625,188.28704175893552,-3.94292999999999,3.018820000000005,3.94292999999999,135.18566666666666,4.977546503773984,20,18456.0294578209,2050.451735503396,65025.0,11.655598225745427,6.729183754364269,0.0143961588538067,0.2501661045710246,1,wet
MOV_01-01-2000_0004,630,120.50781,49.295586,255.0,0.0,wet,1,kmeans,4,77593,25.258138020833332,100.68307708169552,7.875287336903614,76793,24.997721354166664,142.70627531155182,15.095001138338624,79319,25.819986979166664,59.09338241783179,21.474347731413925,73495,23.924153645833332,184.52441662698143,16.047200572865314,255.0,0.4090654870909142,134.49219,120.50781,0.0548407058802022,0.472579647040291,2.0,1.385913166489563,25.819986979166664,23.924153645833332,0.0189583333333333,125.43103420914964,42.023198229856305,-83.61289289372003,125.43103420914964,121.75178785951512,0.4435623193138029,15.12295919488037,21.474347731413925,-0.1418421113521517,5.172876937668846,1.055758894721642,1.0104176157847715,0.968153909785276,1.0792434855003148,2543.0670572916665,3567.331705729166,1525.790364583333,4414.590494791667,12050.779622395832,4.834374999999997,167.01336054382264,-15.345159999999993,-12.326339999999988,15.345159999999993,132.05222666666668,10.190281712319443,21,14522.132270996102,2430.054799083396,65025.0,10.977604930038249,7.021081540617514,0.0148697916662949,0.2501896464453803,0,dry
MOV_01-01-2000_0004,660,138.6849,45.893223,255.0,0.0,wet,1,kmeans,4,77649,25.2763671875,164.3774807144973,10.826337322078292,70859,23.066080729166664,75.15197787154771,21.3601823336485,81859,26.646809895833336,189.07619198866345,12.874791965345564,76833,25.0107421875,117.62487472830684,12.910200626775408,255.0,0.3309172303307052,116.3151,138.6849,-0.0877247058789127,0.5438623529198485,2.0,1.384980174807409,26.646809895833336,23.066080729166664,0.0358072916666667,113.92421411711574,-89.22550284294958,113.92421411711574,-71.45131726035662,136.55763132575382,0.3700608342306576,14.49287806196194,21.3601823336485,0.2437157224185985,5.556375936909819,1.0106204361271034,1.0958241009093592,0.8656225946250022,1.0654146000711997,4154.865559895834,1733.4615885416663,5038.277343750001,2941.8854166666665,13868.489908854166,9.130859375000012,192.07583704514803,18.177089999999993,5.850750000000005,18.177089999999993,131.68189333333336,9.7800848992446,22,19233.50148801,2106.187917327729,65025.0,11.776455324077784,6.774453704912301,0.027519531249312,0.2506528520796034,1,wet
MOV_01-01-2000_0004,690,134.1919,47.29694,255.0,0.0,wet,1,kmeans,4,77598,25.259765625000004,71.40475269981185,21.12962157371012,75606,24.611328125,161.7340687247044,10.919485141338392,75857,24.693033854166664,189.01616198900564,14.68472571676467,78139,25.435872395833332,116.67176441981596,12.361090055325162,255.0,0.3524574880933604,120.8081,134.1919,-0.0524854901940202,0.5262427450774022,3.0,1.386193839735123,25.435872395833332,24.611328125,0.0082454427083333,117.6114092891938,90.32931602489256,27.28209326430124,-72.34439756918968,134.70668695833447,0.3836465572321338,14.773730621784583,21.12962157371012,0.1414869545172506,5.391469298988165,0.9930764403114029,1.0263471148912868,0.9966911421408922,0.9707956330408266,1803.6673177083337,3980.490234375001,4667.382486979166,2967.648111979166,13419.188151041666,2.102587890624997,186.01598512235165,-4.492999999999995,1.35775000000001,4.492999999999995,131.12820333333335,9.467910443494498,23,18007.46602561,2237.0005333636,65025.0,11.58412275487445,6.877277077448603,0.0076009114581433,0.2500502756966485,0,dry
MOV_01-01-2000_0004,720,88.40638,39.117588,255.0,1.0,wet,1,kmeans,4,80242,26.120442708333336,134.56132698586774,38.60603573585595,73828,24.032552083333332,76.82762637481714,6.124052120497693,79156,25.766927083333336,94.05690029814544,4.06019895290011,73974,24.080078125,43.85023116230027,14.79141923878168,254.0,0.4424747172723875,166.59362,87.40638,0.3117607873893007,0.3441196062856645,0.0,1.3855694813173765,26.120442708333336,24.032552083333332,0.02087890625,90.71109582356746,-57.733700611050594,17.229273923328293,-50.20666913584517,87.32402120528263,0.4323815156309468,15.895426512008855,38.60603573585595,-1.012169257211828,6.4932428843789545,1.0847324731213268,1.08687760695957,0.932689877853198,1.070051639320951,3514.8014322916665,1846.3639322916663,2423.557291666667,1055.9169921875,8840.6396484375,5.303242187500009,122.49318208174688,-45.785520000000005,-44.427769999999995,45.785520000000005,120.42772666666669,27.82214484920474,24,7815.6880247044,1530.185690937744,64516.0,9.402466697627808,6.254405487334507,0.0198763020828364,0.2503625780741373,0,dry
